Name,DATE,Team,Home/Away,OPP,AB,R,H,2B,3B,HR,RBI,Walks,HBP,BA,OBP,SLG,OPS,SB,CS,GDP,1B,HRR,TB,Season
Choi Jeong,04/03/2026,SSG,,Lotte,3,1,2,2,0,0,1,0,1,0.667,0.75,1.333,2.083,0,0,0,0,4,4,2026
Choi Jeong-won,04/03/2026,NC,,Kia,1,2,1,0,0,0,0,1,1,1.0,1.0,1.0,2.0,2,0,0,1,3,1,2026
Choi Ji-Hoon,04/03/2026,SSG,,Lotte,4,3,2,1,0,1,3,1,0,0.5,0.6,1.5,2.1,0,0,0,0,8,6,2026
Choi Joo-hwan,04/03/2026,Kiwoom,,LG,3,0,0,0,0,0,2,1,0,0.0,0.25,0.0,0.25,0,0,1,0,2,0,2026
Choi Won-jun,04/03/2026,Kia,,Samsung,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2026
Daz Cameron,04/03/2026,Doosan,,Hanwha,5,1,2,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0,0,0,2,3,2,2026
Eo Joon-seo,04/03/2026,Kiwoom,,LG,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Guillermo Heredia,04/03/2026,SSG,,Lotte,5,1,2,0,0,1,2,0,0,0.4,0.4,1.0,1.4,0,0,1,1,5,5,2026
Han Dong-hui,04/03/2026,Lotte,,SSG,4,1,3,1,0,0,0,0,0,0.75,0.75,1.0,1.75,0,0,0,2,4,4,2026
Han Yoo-seom,04/03/2026,SSG,,Lotte,2,1,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,0,1,0,1,0,2026
Harold Castro,04/03/2026,Kia,,NC,4,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,2026
Hong Chang-ki,04/03/2026,LG,,Kiwoom,4,1,1,1,0,0,0,1,0,0.25,0.4,0.5,0.9,0,0,0,0,2,2,2026
Hwang Seong-bin,04/03/2026,Lotte,,SSG,2,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,1,1,1,2026
Jang Sung-woo,04/03/2026,KT,,Samsung,3,0,2,0,0,0,0,1,0,0.667,0.75,0.667,1.417,0,0,0,2,2,2,2026
Jarryd Dale,04/03/2026,Kia,,NC,2,1,1,1,0,0,0,1,0,0.5,0.667,1.0,1.667,0,0,0,0,2,2,2026
Jeon Jun-woo,04/03/2026,Lotte,,SSG,2,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,0,0,0,0,0,2026
Jung Soo-bin,04/03/2026,Doosan,,Hanwha,3,2,0,0,0,0,0,2,0,0.0,0.4,0.0,0.4,0,0,0,0,2,0,2026
Kang Baek-ho,04/03/2026,KT,,Doosan,2,2,1,0,0,0,0,3,0,0.5,0.8,0.5,1.3,0,0,0,1,3,1,2026
Kang Min-ho,04/03/2026,Samsung,,KT,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kang-nam Yoo,04/03/2026,Lotte,,SSG,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kim Do-yeong,04/03/2026,Kia,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kim Hyun-soo,04/03/2026,LG,,Samsung,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,1,1,1,1,2026
Kim Jae-hwan,04/03/2026,Doosan,,Lotte,5,1,0,0,0,0,0,1,0,0.0,0.167,0.0,0.167,0,0,0,0,1,0,2026
Kim Ji-chan,04/03/2026,Samsung,,KT,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0,1,1,1,2026
Kim Ju-won,04/03/2026,NC,,Kia,2,1,0,0,0,0,0,1,2,0.0,0.6,0.0,0.6,0,0,0,0,1,0,2026
Kim Min-suk,04/03/2026,Doosan,,Hanwha,2,0,1,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,1,1,1,2026
Kim Seong-yoon,04/03/2026,Samsung,,KT,4,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2026
Kim Sun-bin,04/03/2026,Kia,,NC,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2026
Kim Young-woong,04/03/2026,Samsung,,KT,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Ko Myeong-jun,04/03/2026,SSG,,Lotte,4,1,2,0,0,1,2,2,0,0.5,0.667,1.25,1.917,0,0,0,1,5,5,2026
Koo Ja-wook,04/03/2026,Samsung,,KT,4,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,2,2,2,2026
Lee Hyung-jong,04/03/2026,Kiwoom,,LG,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Lee Jae-hyeon,04/03/2026,Samsung,,KT,2,1,1,1,0,0,0,2,0,0.5,0.75,1.0,1.75,0,0,0,0,2,2,2026
Lee Ju-hyoung,04/03/2026,Kiwoom,,LG,4,1,2,0,0,0,1,0,0,0.5,0.5,0.5,1.0,1,0,0,2,4,2,2026
Lee Woo-sung,04/03/2026,Kia,,Kia,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Lewin Díaz,04/03/2026,Samsung,,KT,4,1,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,2,2026
Matthew Davidson,04/03/2026,NC,,Kia,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,1,1,1,1,2026
Moon Bo-gyeong,04/03/2026,LG,,Kiwoom,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Moon Hyun-bin,04/03/2026,Unknown,,Doosan,4,0,0,0,0,0,0,0,1,0.0,0.2,0.0,0.2,0,0,1,0,0,0,2026
Moon Sung-Ju,04/03/2026,LG,,Kiwoom,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2026
Na Sung-bum,04/03/2026,Kia,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
No Jin-hyuk,04/03/2026,Lotte,,SSG,3,0,1,1,0,0,0,0,0,0.333,0.333,0.667,1.0,0,0,0,0,1,2,2026
Oh Jae-won,04/03/2026,Hanwha,,Doosan,5,2,1,0,0,0,2,1,0,0.2,0.333,0.2,0.533,0,0,0,1,5,1,2026
Oh Ji-hwan,04/03/2026,LG,,Kiwoom,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,2026
Oh Sun-woo,04/03/2026,Kia,,NC,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2026
Park Chan-ho,04/03/2026,Kia,,Hanwha,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,2026
Park Chan-hyeok,04/03/2026,Kiwoom,,LG,3,0,2,0,0,0,1,1,0,0.667,0.75,0.667,1.417,0,0,0,2,3,2,2026
Park Dong-won,04/03/2026,LG,,Kiwoom,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2026
Park Hae-min,04/03/2026,LG,,Kiwoom,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Park Jun-soon,04/03/2026,Doosan,,Hanwha,4,0,3,0,0,0,2,0,1,0.75,0.8,0.75,1.55,0,0,0,3,5,3,2026
Park Kun-woo,04/03/2026,NC,,Kia,3,0,2,1,0,0,0,1,0,0.667,0.75,1.0,1.75,0,0,0,1,2,3,2026
Park Min-woo,04/03/2026,NC,,Kia,4,0,3,1,0,0,3,1,0,0.75,0.8,1.0,1.8,0,0,0,2,6,4,2026
Park Seong-Han,04/03/2026,SSG,,Lotte,5,2,4,2,0,0,4,0,0,0.8,0.8,1.2,2.0,0,0,0,2,10,6,2026
Roh Si-Hwan,04/03/2026,Hanwha,,Doosan,5,1,2,1,0,0,0,0,0,0.4,0.4,0.6,1.0,0,0,0,1,3,3,2026
Ryu Ji-hyuk,04/03/2026,Samsung,,KT,4,0,2,0,1,0,1,0,0,0.5,0.5,1.0,1.5,1,0,0,1,3,4,2026
Sam Hilliard,04/03/2026,KT,,Samsung,4,1,1,0,0,1,1,0,0,0.25,0.25,1.0,1.25,0,0,0,0,3,4,2026
Sang-su Kim,04/03/2026,KT,,Samsung,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,1,1,1,1,2026
Shin Min-jae,04/03/2026,LG,,Kiwoom,5,0,2,0,0,0,0,0,0,0.4,0.4,0.4,0.8,0,0,0,2,2,2,2026
Son Ho-young,04/03/2026,Lotte,,SSG,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Trenton Brooks,04/03/2026,Kiwoom,,LG,4,2,4,2,0,0,1,0,0,1.0,1.0,1.5,2.5,0,0,0,2,7,6,2026
Víctor Reyes,04/03/2026,Lotte,,SSG,2,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,0,1,0,0,0,2026
Yang Eui-ji,04/03/2026,Doosan,,Hanwha,2,1,1,0,0,0,0,1,0,0.5,0.667,0.5,1.167,0,0,0,1,2,1,2026
Yang Suk-Hwan,04/03/2026,Doosan,,Hanwha,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,0,0,2026
Yonathan Perlaza,04/03/2026,Hanwha,,Doosan,5,1,2,0,0,1,3,1,0,0.4,0.5,1.0,1.5,0,0,0,1,6,5,2026
Yoon Dong-hee,04/03/2026,Lotte,,SSG,3,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,2026
Ahn Hyun-min,04/04/2026,KT,,Samsung,5,1,3,0,0,1,1,0,0,0.6,0.6,1.2,1.8,0,0,0,2,5,6,2026
An Chi-Hong,04/04/2026,Hanwha,,LG,4,0,1,1,0,0,0,1,0,0.25,0.4,0.5,0.9,0,0,0,0,1,2,2026
An Jae-seok,04/04/2026,Doosan,,Hanwha,4,2,2,1,0,0,0,0,0,0.5,0.5,0.75,1.25,0,0,0,1,4,3,2026
Austin Dean,04/04/2026,LG,,Kiwoom,4,2,4,0,0,2,2,1,0,1.0,1.0,2.5,3.5,0,0,0,2,8,10,2026
Chae Eun-seong,04/04/2026,Hanwha,,Doosan,4,1,2,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0,0,0,2,4,2,2026
Cheon Seong-ho,04/04/2026,KT,,Kiwoom,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2026
Choi Hyoung-woo,04/04/2026,Kia,,KT,5,1,1,0,0,1,1,0,0,0.2,0.2,0.8,1.0,0,0,0,0,3,4,2026
Choi Jeong,04/04/2026,SSG,,Lotte,4,2,2,0,0,0,1,1,0,0.5,0.6,0.5,1.1,0,0,0,2,5,2,2026
Choi Jeong-won,04/04/2026,NC,,Kia,4,0,2,0,0,0,0,1,0,0.5,0.6,0.5,1.1,1,0,0,2,2,2,2026
Choi Ji-Hoon,04/04/2026,SSG,,Lotte,4,1,2,0,0,0,1,1,0,0.5,0.6,0.5,1.1,0,0,0,2,4,2,2026
Choi Joo-hwan,04/04/2026,Kiwoom,,LG,4,1,3,0,0,0,0,0,0,0.75,0.75,0.75,1.5,0,0,0,3,4,3,2026
Choi Won-jun,04/04/2026,Kia,,Samsung,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Daz Cameron,04/04/2026,Doosan,,Hanwha,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Eo Joon-seo,04/04/2026,Kiwoom,,LG,4,1,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2026
Guillermo Heredia,04/04/2026,SSG,,Lotte,5,1,2,1,0,0,1,0,0,0.4,0.4,0.6,1.0,0,0,0,1,4,3,2026
Han Dong-hui,04/04/2026,Lotte,,SSG,3,1,2,1,0,0,2,1,0,0.667,0.75,1.0,1.75,0,0,0,1,5,3,2026
Han Yoo-seom,04/04/2026,SSG,,Lotte,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Harold Castro,04/04/2026,Kia,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2026
Hong Chang-ki,04/04/2026,LG,,Kiwoom,4,0,2,0,0,0,1,1,0,0.5,0.6,0.5,1.1,0,0,0,2,3,2,2026
Hwang Seong-bin,04/04/2026,Lotte,,SSG,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,1,0,0,1,1,1,2026
Jang Sung-woo,04/04/2026,KT,,Samsung,1,1,1,0,0,0,0,2,0,1.0,1.0,1.0,2.0,0,0,0,1,2,1,2026
Jarryd Dale,04/04/2026,Kia,,NC,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,1,1,1,1,2026
Jeon Jun-woo,04/04/2026,Lotte,,SSG,3,1,0,0,0,0,0,2,0,0.0,0.4,0.0,0.4,0,0,0,0,1,0,2026
Jung Soo-bin,04/04/2026,Doosan,,Hanwha,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2026
Kang Baek-ho,04/04/2026,KT,,Doosan,4,2,2,0,0,0,2,1,0,0.5,0.6,0.5,1.1,0,0,0,2,6,2,2026
Kang Min-ho,04/04/2026,Samsung,,KT,4,0,3,1,0,0,4,0,0,0.75,0.75,1.0,1.75,0,0,0,2,7,4,2026
Kang Seung-ho,04/04/2026,Doosan,,Hanwha,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kang-nam Yoo,04/04/2026,Lotte,,SSG,4,1,1,0,0,1,1,0,0,0.25,0.25,1.0,1.25,0,0,0,0,3,4,2026
Kim Do-yeong,04/04/2026,Kia,,NC,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2026
Kim Hyun-soo,04/04/2026,LG,,Samsung,5,0,1,1,0,0,2,0,0,0.2,0.2,0.4,0.6,0,0,0,0,3,2,2026
Kim Jae-hwan,04/04/2026,Doosan,,Lotte,5,1,2,0,0,0,1,0,0,0.4,0.4,0.4,0.8,0,0,0,2,4,2,2026
Kim Ji-chan,04/04/2026,Samsung,,KT,5,1,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0,1,2,1,2026
Kim Ju-won,04/04/2026,NC,,Kia,4,1,1,0,0,1,1,1,0,0.25,0.4,1.0,1.4,0,0,0,0,3,4,2026
Kim Seong-yoon,04/04/2026,Samsung,,KT,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kim Sun-bin,04/04/2026,Kia,,NC,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kim Tae-yean,04/04/2026,Hanwha,,Doosan,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kim Young-woong,04/04/2026,Samsung,,KT,4,1,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,0,0,2,2,2026
Ko Myeong-jun,04/04/2026,SSG,,Lotte,4,0,2,1,0,0,1,1,0,0.5,0.6,0.75,1.35,0,0,0,1,3,3,2026
Koo Ja-wook,04/04/2026,Samsung,,KT,5,1,1,1,0,0,0,0,0,0.2,0.2,0.4,0.6,0,0,0,0,2,2,2026
Lee Jae-hyeon,04/04/2026,Samsung,,KT,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Lee Ju-hyoung,04/04/2026,Kiwoom,,LG,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0,1,1,1,2026
Lee Woo-sung,04/04/2026,Kia,,Kia,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Lewin Díaz,04/04/2026,Samsung,,KT,5,1,4,0,0,1,3,0,0,0.8,0.8,1.4,2.2,0,0,0,3,8,7,2026
Matthew Davidson,04/04/2026,NC,,Kia,5,1,2,0,0,1,1,0,0,0.4,0.4,1.0,1.4,1,0,0,1,4,5,2026
Moon Bo-gyeong,04/04/2026,LG,,Kiwoom,2,0,0,0,0,0,0,2,1,0.0,0.6,0.0,0.6,0,0,0,0,0,0,2026
Moon Hyun-bin,04/04/2026,Unknown,,Doosan,4,2,1,1,0,0,2,1,0,0.25,0.4,0.5,0.9,0,0,0,0,5,2,2026
Moon Sung-Ju,04/04/2026,LG,,Kiwoom,4,1,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,1,0,2026
Na Sung-bum,04/04/2026,Kia,,NC,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2026
No Jin-hyuk,04/04/2026,Lotte,,SSG,3,1,1,0,0,1,3,1,0,0.333,0.5,1.333,1.833,0,0,0,0,5,4,2026
Oh Jae-won,04/04/2026,Hanwha,,Doosan,6,1,1,0,0,0,0,0,0,0.167,0.167,0.167,0.333,0,0,1,1,2,1,2026
Oh Ji-hwan,04/04/2026,LG,,Kiwoom,2,0,0,0,0,0,0,1,0,0.0,0.333,0.0,0.333,0,0,0,0,0,0,2026
Park Chan-ho,04/04/2026,Kia,,Hanwha,4,1,2,1,0,0,0,0,0,0.5,0.5,0.75,1.25,0,0,0,1,3,3,2026
Park Chan-hyeok,04/04/2026,Kiwoom,,LG,4,1,2,1,0,0,0,0,0,0.5,0.5,0.75,1.25,0,0,0,1,3,3,2026
Park Dong-won,04/04/2026,LG,,Kiwoom,5,1,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,1,1,2,1,2026
Park Hae-min,04/04/2026,LG,,Kiwoom,4,0,2,1,0,0,2,0,0,0.5,0.5,0.75,1.25,0,0,0,1,4,3,2026
Park Jun-soon,04/04/2026,Doosan,,Hanwha,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,1,0,1,1,1,2026
Park Kun-woo,04/04/2026,NC,,Kia,4,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0,0,0,1,2,1,2026
Park Min-woo,04/04/2026,NC,,Kia,3,2,2,1,0,0,1,2,0,0.667,0.8,1.0,1.8,1,0,0,1,5,3,2026
Park Seong-Han,04/04/2026,SSG,,Lotte,5,1,2,1,0,0,0,1,0,0.4,0.5,0.6,1.1,1,0,0,1,3,3,2026
Roh Si-Hwan,04/04/2026,Hanwha,,Doosan,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,0,1,1,1,2026
Ryu Ji-hyuk,04/04/2026,Samsung,,KT,4,3,3,1,0,0,0,1,0,0.75,0.8,1.0,1.8,0,0,0,2,6,4,2026
Sam Hilliard,04/04/2026,KT,,Samsung,5,0,1,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,1,1,1,1,2026
Sang-su Kim,04/04/2026,KT,,Samsung,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2026
Shin Min-jae,04/04/2026,LG,,Kiwoom,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2026
Son Ho-young,04/04/2026,Lotte,,SSG,1,1,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,0,0,0,0,1,0,2026
Trenton Brooks,04/04/2026,Kiwoom,,LG,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Víctor Reyes,04/04/2026,Lotte,,SSG,3,1,0,0,0,0,0,2,0,0.0,0.4,0.0,0.4,0,0,0,0,1,0,2026
Yang Eui-ji,04/04/2026,Doosan,,Hanwha,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,2026
Yang Suk-Hwan,04/04/2026,Doosan,,Hanwha,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2026
Yonathan Perlaza,04/04/2026,Hanwha,,Doosan,6,3,3,2,0,0,0,0,0,0.5,0.5,0.833,1.333,0,0,1,1,6,5,2026
Yoon Dong-hee,04/04/2026,Lotte,,SSG,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,1,0,0,0,2026
Ahn Hyun-min,04/05/2026,KT,,Samsung,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2026
An Chi-Hong,04/05/2026,Hanwha,,LG,3,0,1,0,0,0,0,2,0,0.333,0.6,0.333,0.933,0,0,1,1,1,1,2026
An Jae-seok,04/05/2026,Doosan,,Hanwha,3,1,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,1,0,2026
Austin Dean,04/05/2026,LG,,Kiwoom,4,1,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,0,0,1,2,1,2026
Chae Eun-seong,04/05/2026,Hanwha,,Doosan,3,0,0,0,0,0,0,1,0,0.0,0.25,0.0,0.25,0,0,0,0,0,0,2026
Cheon Seong-ho,04/05/2026,KT,,Kiwoom,4,1,3,0,0,0,0,0,0,0.75,0.75,0.75,1.5,1,0,0,3,4,3,2026
Choi Hyoung-woo,04/05/2026,Kia,,KT,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,2,1,1,1,2026
Choi In-ho,04/05/2026,Hanwha,,Doosan,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Choi Jeong,04/05/2026,SSG,,Lotte,1,1,1,1,0,0,0,4,0,1.0,1.0,2.0,3.0,1,0,0,0,2,2,2026
Choi Jeong-won,04/05/2026,NC,,Kia,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Choi Ji-Hoon,04/05/2026,SSG,,Lotte,3,1,0,0,0,0,0,1,1,0.0,0.4,0.0,0.4,0,0,0,0,1,0,2026
Choi Joo-hwan,04/05/2026,Kiwoom,,LG,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Choi Won-jun,04/05/2026,Kia,,Samsung,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,1,0,1,2,1,2026
Daz Cameron,04/05/2026,Doosan,,Hanwha,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Eo Joon-seo,04/05/2026,Kiwoom,,LG,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2026
Guillermo Heredia,04/05/2026,SSG,,Lotte,5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Han Dong-hui,04/05/2026,Lotte,,SSG,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,0,0,2026
Han Yoo-seom,04/05/2026,SSG,,Lotte,4,1,2,0,0,0,1,0,0,0.5,0.5,0.5,1.0,0,0,0,2,4,2,2026
Harold Castro,04/05/2026,Kia,,NC,3,1,1,0,0,0,1,0,0,0.333,0.333,0.333,0.667,0,0,0,1,3,1,2026
Hong Chang-ki,04/05/2026,LG,,Kiwoom,4,1,1,0,0,0,0,2,0,0.25,0.5,0.25,0.75,0,0,0,1,2,1,2026
Hwang Seong-bin,04/05/2026,Lotte,,SSG,4,1,2,1,0,0,1,0,0,0.5,0.5,0.75,1.25,0,0,0,1,4,3,2026
Im Ji-yeol,04/05/2026,Kiwoom,,LG,1,1,1,0,0,0,0,0,0,1.0,1.0,1.0,2.0,0,0,0,1,2,1,2026
Jang Sung-woo,04/05/2026,KT,,Samsung,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Jarryd Dale,04/05/2026,Kia,,NC,3,0,1,0,0,0,0,0,0,0.333,0.333,0.333,0.667,0,0,0,1,1,1,2026
Jeon Jun-woo,04/05/2026,Lotte,,SSG,3,0,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,1,1,2026
Jung Soo-bin,04/05/2026,Doosan,,Hanwha,4,0,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,0,0,1,1,1,2026
Kang Baek-ho,04/05/2026,KT,,Doosan,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kang Min-ho,04/05/2026,Samsung,,KT,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kang-nam Yoo,04/05/2026,Lotte,,SSG,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2026
Kim Do-yeong,04/05/2026,Kia,,NC,3,1,1,0,0,0,0,1,0,0.333,0.5,0.333,0.833,0,0,0,1,2,1,2026
Kim Hyun-soo,04/05/2026,LG,,Samsung,4,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,2,2,2,2026
Kim Jae-hwan,04/05/2026,Doosan,,Lotte,4,0,0,0,0,0,0,1,0,0.0,0.2,0.0,0.2,0,0,0,0,0,0,2026
Kim Ji-chan,04/05/2026,Samsung,,KT,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kim Ju-won,04/05/2026,NC,,Kia,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kim Sun-bin,04/05/2026,Kia,,NC,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2026
Kim Tae-yean,04/05/2026,Hanwha,,Doosan,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Kim Young-woong,04/05/2026,Samsung,,KT,4,0,2,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0,0,0,2,2,2,2026
Ko Myeong-jun,04/05/2026,SSG,,Lotte,5,0,1,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0,0,0,1,2,1,2026
Koo Ja-wook,04/05/2026,Samsung,,KT,2,0,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,0,0,0,0,0,0,2026
Lee Hyung-jong,04/05/2026,Kiwoom,,LG,1,1,1,0,0,1,4,0,0,1.0,1.0,4.0,5.0,0,0,0,0,6,4,2026
Lee Ju-hyoung,04/05/2026,Kiwoom,,LG,3,0,0,0,0,0,0,1,1,0.0,0.4,0.0,0.4,2,0,0,0,0,0,2026
Lee Woo-sung,04/05/2026,Kia,,Kia,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2026
Lewin Díaz,04/05/2026,Samsung,,KT,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2026
Matthew Davidson,04/05/2026,NC,,Kia,4,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0,0,0,1,1,1,2026
Moon Bo-gyeong,04/05/2026,LG,,Kiwoom,5,1,3,0,0,1,2,0,0,0.6,0.6,1.2,1.8,0,0,0,2,6,6,2026
Moon Sung-Ju,04/05/2026,LG,,Kiwoom,4,0,1,0,0,0,0,1,0,0.25,0.4,0.25,0.65,0,0,0,1,1,1,2026
No Jin-hyuk,04/05/2026,Lotte,,SSG,4,0,1,1,0,0,0,0,0,0.25,0.25,0.5,0.75,0,0,1,0,1,2,2026
